file_name,qar_number,question_hi,answer_hi,reasoning_hi,domain,question_type
rbi_18.png,1 of 3,अगस्त 2024 में खाद्य और पेय पदार्थों की मुद्रास्फीति (वर्ष-दर-वर्ष) का स्तर क्या है?,"अगस्त 2024 में खाद्य और पेय पदार्थों की मुद्रास्फीति लगभग 7.5% है, जो चार्ट में सबसे ऊँचा बिंदु दिखाता है।","चार्ट में लाल रेखा (खाद्य व पेय पदार्थ) अगस्त 2024 पर लगभग 7.5% के स्तर तक पहुँचती है, जो उस अवधि का सबसे उच्च स्तर है।",Household & Retail Finance,Numerical Extraction
rbi_18.png,2 of 3,नवंबर 2023 से जून 2024 तक कोर मुद्रास्फीति (खाद्य और ईंधन को छोड़कर) में क्या प्रमुख प्रवृत्ति देखने को मिलती है?,नवंबर 2023 से जून 2024 के बीच कोर मुद्रास्फीति लगातार घटती है।,"चार्ट में हरी रेखा (कोर) नवंबर 2023 से जून 2024 तक नीचे जाती रहती है, जिससे इसमें गिरावट की प्रवृत्ति स्पष्ट दिखती है।",Household & Retail Finance,Trend Analysis
rbi_18.png,3 of 3,सितंबर 2024 में खाद्य व पेय पदार्थों की मुद्रास्फीति और सीपीआई में किसका स्तर अधिक है?,सितंबर 2024 में खाद्य व पेय पदार्थों की मुद्रास्फीति सीपीआई से काफी अधिक है।,"चार्ट के अनुसार सितंबर 2024 में लाल रेखा (खाद्य व पेय पदार्थ) ऊपरी स्तर पर है, जबकि नारंगी रेखा (सीपीआई) उससे नीचे है।",Household & Retail Finance,Extremum / Anomaly Detection
rbi_19.png,1 of 4,भू-राजनीतिक जोखिम सूचकांक में सबसे तेज वृद्धि कब और कितनी हुई?,"दिसंबर 2021 और दिसंबर 2022 के बीच सबसे तेज़ बढ़ोतरी हुई, जो लगभग 300 के पीक पर पहुँच गई।","चार्ट (ए)) में लाल लाइन दिसंबर 2021-2022 के बीच तेज़ी से ऊपर जाती है, और लगभग 300 तक पहुँच जाती है।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_19.png,2 of 4,जुलाई 2024 में औसत मासिक समुद्री माल ढुलाई लागत कितनी है?,"जुलाई 2024 में औसत मासिक समुद्री माल ढुलाई लागत लगभग 450 है (इंडेक्स, नवंबर 2023 = 100)।","चार्ट (b) में, बैंगनी लाइन जुलाई 2024 में बाईं एक्सिस पर 450 लेवल के करीब पहुँच जाती है।",Systemic Risk & Liquidity,Numerical Extraction
rbi_19.png,3 of 4,दिसंबर 2023 के बाद पनामा और स्वेज मार्गों की औसत दैनिक लागत में क्या प्रवृत्ति रही?,"दोनों रास्तों का रोज़ाना का खर्च काफी हद तक स्थिर रहा, जिसमें पनामा नहर से गुज़रने वाले जहाज़ों की रोज़ाना की औसत संख्या स्वेज़ नहर से गुज़रने वाले जहाज़ों से ज़्यादा थी।","चार्ट (B) में, नीली (स्वेज़) और लाल (पनामा) डैश वाली लाइनें नवंबर/दिसंबर 2023 के बाद ज़्यादातर सीधी रहती हैं, जिनमें कोई बड़ा उतार-चढ़ाव नहीं होता। लाल लाइन ज़्यादातर नीली लाइन के ऊपर रहती है।",External Sector & FX Dynamics,Trend Analysis
rbi_19.png,4 of 4,2023-24 में जियोपॉलिटिकल टेंशन में हो रहे बदलावों का औसत मासिक समुद्री माल ढुलाई लागत में बदलाव से क्या संबंध है?,"चार्ट से पता चलता है कि जब 2023 के आखिर में जियोपॉलिटिकल तनाव तेज़ी से बढ़ता है, तो उसी समय औसत मासिक समुद्री माल ढुलाई लागत भी बढ़ जाती है।","चार्ट (A) में, लाल लाइन दिसंबर 2023 के आसपास बढ़ोतरी दिखाती है और चार्ट B में रेफरेंस लाइन के बाद बढ़ोतरी देखी गई है।",External Sector & FX Dynamics,Cross-Chart Reasoning
rbi_20.png,1 of 4,2023-25 ​​के बीच ट्रेड डेफिसिट में क्या बदलाव आता है?,ट्रेड-डेफिसिट के आंकड़े Q4: 2023-2024 में बढ़ते हैं और 2024-2025 में घटते हैं।,"चार्ट (a) में, 2023-2025 के बीच ट्रेड डेफिसिट लगभग -50 बिलियन अमेरिकी डॉलर के आसपास रहता है। चार्ट (b) में, सेवाओं का नेट एक्सपोर्ट (हरी लाइन) उतार-चढ़ाव के साथ बढ़ता है। चार्ट (c) से",External Sector & FX Dynamics,Cross-Chart Reasoning
rbi_20.png,2 of 4,सेवा निर्यातों में अप्रैल 2020 से अक्टूबर 2024 तक किस प्रकार का बदलाव दिखता है?,सेवा निर्यातों में अप्रैल 2020 से अक्टूबर 2024 तक लगातार और उल्लेखनीय वृद्धि हुई है।,चार्ट 1.20B में हरे रंग की रेखा स्पष्ट रूप से ऊपर की ओर बढ़ती हुई दिख रही है।,External Sector & FX Dynamics,Trend Analysis
rbi_20.png,3 of 4,2019-2020 में कौन सी तिमाही सबसे अधिक थी?,2019-20 में दूसरी तिमाही सबसे अधिक थी।,"चार्ट c में, 2019-2020 के दौरान Q2 के लिए नीला बार 20 अरब अमेरिकी डॉलर के साथ सबसे ऊंचा है, जो उस अवधि के अन्य क्वार्टरों की तुलना में अधिक है।",External Sector & FX Dynamics,Extremum / Anomaly Detection
rbi_20.png,4 of 4,क्या हाल के वर्षों में व्यापार घाटे और निवल अदृश्य निर्यात के बीच कोई स्पष्ट संबंध रहा है?,"हाँ, 2023-24 में निवल अदृश्य निर्यात में वृद्धि हुई जबकि व्यापार घाटा भी अधिक रहा, लेकिन छःमाही:2024-25 में दोनों घटते नजर आ रहे हैं।","चार्ट 1.20D में देखा जा सकता है कि जब निवल अदृश्य निर्यात और व्यापार घाटा दोनों ऊँचे हैं (2023-24), वहीं हाल की छःमाही में दोनों घट गए।",External Sector & FX Dynamics,Comparison
rbi_21.png,1 of 3,वित्त वर्ष 2022-23 की तुलना में वित्त वर्ष 2023-24 में 'आरक्षित निधियों में वृद्धि/कमी' (नीला स्तंभ) में क्या बदलाव आता है?,वित्त वर्ष 2023-24 में 'आरक्षित निधियों में वृद्धि/कमी' में गिरावट आती है—यह नकारात्मक (कमी) में चला जाता है।,"चार्ट में नीला स्तंभ, जो 2022-23 में सकारात्मक था, 2023-24 में नकारात्मक में चला जाता है, जिससे साफ है कि रिज़र्व संपत्तियों में बढ़ोतरी की जगह कमी हुई।",External Sector & FX Dynamics,Increase/Decline Identification
rbi_21.png,2 of 3,"तीन वर्षों (2022-23, 2023-24, 2024-25) में चालू खाता शेष (डैश्ड लाइन) का सबसे बड़ा घाटा किस वर्ष में है?",चालू खाता शेष का सबसे बड़ा घाटा वित्त वर्ष 2022-23 में है।,"चार्ट की डैश्ड लाइन सबसे नीचे वित्त वर्ष 2022-23 में पहुँचती है, जिससे यह सबसे बड़ा घाटा दर्शाता है।",External Sector & FX Dynamics,Extremum / Anomaly Detection
rbi_21.png,3 of 3,"2023-24 की तुलना में अनुमानित 2024-25 में बैंकिंग पूंजी, व्यापार क्रेडिट और एफपीआई में सम्मिलित रूप से क्या बदलाव है?","2024-25 में बैंकिंग पूंजी, व्यापार क्रेडिट एवं एफपीआई के समग्र स्तर में वृद्धि दिखाई देती है।","चार्ट के बार में 2024-25 के स्तंभों (बैंगनी: बैंकिंग पूंजी, पीला: व्यापार क्रेडिट, नारंगी: एफपीआई) 2023-24 की तुलना में अधिक ऊँचे दिखते हैं, जिससे योगदान बढ़ा है।",External Sector & FX Dynamics,Comparison
rbi_22.png,1 of 3,सितंबर 2024 के अंत में विदेशी मुद्रा भंडार और बाह्य ऋण का अनुपात लगभग कितना है?,लगभग 100 प्रतिशत।,"चार्ट के अनुसार 'विदेशी मुद्रा भंडार और बाह्य ऋण का अनुपात' स्तंभ में पीला बार जो सितंबर 2024 दर्शाता है, लगभग 100% पर है।",External Sector & FX Dynamics,Numerical Extraction
rbi_22.png,3 of 3,ऋण सेवा अनुपात 2013 की तुलना में 2024 (पी/पीआर) में कैसा है?,"लगभग समान, कोई बड़ा बदलाव नहीं।","दूसरे समूह (ऋण सेवा अनुपात) के सभी बार मार्च 2013 से सितंबर 2024 तक लगभग एक ही स्तर पर हैं, जिसमें कोई बड़ा परिवर्तन नहीं दिखता।",Equity Markets,Comparison
rbi_23.png,1 of 3,2022-23 के छमाही 1 में किस सेक्टर की सूचीबद्ध एनएफसी बिक्री वृद्धि सबसे अधिक रही?,"2022-23 के छमाही 1 में सेवाओं (गैर-आईटी) सेक्टर की बिक्री वृद्धि सबसे अधिक रही, जो लगभग 52 प्रतिशत थी।","चार्ट में नारंगी रेखा (सेवाएँ) छमाही 1, 2022-23 में सबसे ऊँचे बिंदु पर है।",NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_23.png,2 of 3,2024-25 की छमाही 1 में बिक्री वृद्धि के मामले में किस सेक्टर ने सबसे कम प्रदर्शन किया?,"2024-25 की छमाही 1 में विनिर्माण सेक्टर ने सबसे कम प्रदर्शन किया, जिसकी वृद्धि दर 4.9 प्रतिशत रही।",चार्ट के दाएँ ओर दिए गए अंतिम बिंदुओं में गुलाबी रेखा (विनिर्माण) सबसे नीचे है।,NBFCs & Microfinance,Comparison
rbi_23.png,3 of 3,2022-23 से 2024-25 के दौरान समग्र सूचीबद्ध एनएफसी बिक्री वृद्धि में क्या प्रवृत्ति रही?,"समग्र सूचीबद्ध एनएफसी बिक्री वृद्धि 2022-23 में बहुत ऊँची थी, फिर तेज़ गिरावट आई और 2024-25 में यह लगभग 6.2 प्रतिशत पर स्थिर हो गई।","चार्ट में नीली रेखा (समग्र) शुरुआत में बहुत ऊँची है, फिर नीचे आती है और अंतिम बिंदु पर लगभग स्थिर रहती है।",NBFCs & Microfinance,Trend Analysis
rbi_24.png,1 of 4,2023-24 के छमाही 2 (छ2) में परिचालनगत लाभ वृद्धि और निवल लाभ वृद्धि में से किसका प्रतिशत अधिक था?,2023-24 के छ2 में निवल लाभ वृद्धि का प्रतिशत (23.7%) परिचालनगत लाभ वृद्धि (13.8%) से अधिक था।,"चार्ट (A) में, 2023-24 छ2 के बिंदु पर, गुलाबी रेखा (निवल लाभ वृद्धि) नीली रेखा (परिचालनगत लाभ वृद्धि) से ऊपर और 23.7% पर है, जबकि नीली 13.8% है।",NBFCs & Microfinance,Comparison
rbi_24.png,2 of 4,"2024-25 के छ1 में तीनों क्षेत्रों में (विनिर्माण, आईटी, गैर-आईटी) से किसका परिचालन लाभ मार्जिन सबसे अधिक है?",2024-25 के छ1 में आईटी का परिचालन लाभ मार्जिन सबसे अधिक (22.7%) है।,"चार्ट (B) में छ1:2024-25 के लिए हरे रंग की रेखा (आईटी) 22.7% पर है, जबकि नीली (गैर-आईटी) 21.3% और जामुनी (विनिर्माण) 14.3% है।",NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_24.png,3 of 4,2022-23 के दौरान निवल लाभ वृद्धि (A) में कौन सा छमाही सबसे खराब प्रदर्शन दर्शाता है और उसका मान क्या है?,2022-23 के छ2 में निवल लाभ वृद्धि सबसे खराब (-8%) रही।,"चार्ट (A) के अनुसार, गुलाबी रेखा छ2:2022-23 में सबसे नीचे है और लगभग -8% है।",NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_24.png,4 of 4,2024-25 के छमाही 1 में परिचालन लाभ वृद्धि (चार्ट A) और परिचालन लाभ मार्जिन (चार्ट B) के बीच क्या अंतर दिखाई देता है?,"2024-25 के छमाही 1 में परिचालन लाभ वृद्धि केवल 6.7% रही, जबकि परिचालन लाभ मार्जिन आईटी (22.7%) और विनिर्माण (21.3%) जैसे क्षेत्रों में काफी ऊँचा रहा।","चार्ट A में नीली रेखा (परिचालन लाभ वृद्धि) 6.7% पर है, जबकि चार्ट B में आईटी और विनिर्माण के मार्जिन 20% से अधिक हैं। यह दर्शाता है कि कंपनियाँ उच्च मार्जिन बनाए रखने में सफल रही हैं, लेकिन कुल परिचालन लाभ वृद्धि सीमित रही—संभवतः बिक्री वृद्धि धीमी होने के कारण।",NBFCs & Microfinance,Cross-Chart Reasoning
rbi_25.png,1 of 3,2021-22 में सूचीबद्ध निजी गैर-वित्तीय कंपनियों के लिए वित्त की औसत लागत में कौन सा न्यूनतम स्तर दर्ज हुआ?,8.2 प्रतिशत (2021-22 में)।,"चार्ट (ए) में 2021-22 पर बार सबसे नीचा है, और उसके ऊपर 8.2% लिखा है।",Banking & Credit,Extremum / Anomaly Detection
rbi_25.png,3 of 3,2019-20 की तुलना में 2024-25 में 12% से अधिक ब्याज दर वाले ऋण का अनुपात किस प्रकार बदला?,कम हुआ है।,"चार्ट (सी) में गुलाबी रंग (12% से ऊपर) का अनुपात 2019-20 में ज्यादा है, लेकिन 2024-25 में बिल्कुल कम है।",Equity Markets,Increase/Decline Identification
rbi_26.png,1 of 3,2024-25 की पहली छमाही में विनिर्माण सेक्टर का ब्याज कवरेज अनुपात कितना रिकॉर्ड किया गया?,2024-25 की पहली छमाही में विनिर्माण सेक्टर का ब्याज कवरेज अनुपात 7.9 रहा।,चार्ट 1.26A में पर्पल रेखा (विनिर्माण) का अंतिम बिंदु 7.9 पर है।,Banking & Credit,Numerical Extraction
rbi_26.png,2 of 3,आईटी सेक्टर का ब्याज कवरेज अनुपात 2022-23 से 2024-25 तक क्या प्रवृत्ति दर्शाता है?,"आईटी सेक्टर के ब्याज कवरेज अनुपात में हल्की गिरावट के बाद, 2024-25 की पहली छमाही में फिर से बढ़ोतरी देखी गई (42.7 से 44.3)।","चार्ट 1.26A में ऑरेंज डायमंड (आईटी) 2022-23 से गिरता है, फिर 2024-25 में ऊपर जाता है।",Banking & Credit,Trend Analysis
rbi_26.png,3 of 3,क्या 2020-24 के दौरान भारत के औसत उधार दर और गैर-वित्तीय ऋण सेवा अनुपात में कोई स्पष्ट अंतर दिखाई देता है?,"हाँ, पूरे 2020-24 के दौरान गैर-वित्तीय ऋण सेवा अनुपात (लाल रेखा) औसत उधार दर (नीली रेखा) से लगातार ऊपर रही।","चार्ट 1.26B में ऋण सेवा अनुपात की लाल रेखा, औसत उधार दर की नीली रेखा से हर समय अधिक दिखती है।",Banking & Credit,Comparison
rbi_27.png,1 of 3,2000-01 से 2023-24 तक एनएफसी कंपनियों का ऋण-से-इक्विटी अनुपात किस दिशा में बदलता है?,"2000-01 से 2023-24 तक ऋण-से-इक्विटी अनुपात समग्र रूप से घटा है, हालांकि बीच में उतार-चढ़ाव भी दिखते हैं","चार्ट (A) में अनुपात 2000-01 में ~1.3 था, बीच में कई बार ऊपर-नीचे हुआ, और 2023-24 में ~0.7 तक गिरा",Systemic Risk & Liquidity,Trend Analysis
rbi_27.png,2 of 3,ऋण-से-जीडीपी अनुपात में भारत की तुलना में सबसे अधिक और सबसे कम कौन से देश हैं?,ऋण-से-जीडीपी अनुपात में चीन सबसे अधिक (लगभग 140%) और भारत सबसे कम (लगभग 60%) है।,"चार्ट (B) के अनुसार, चीन का बार सबसे ऊँचा (लगभग 140%) है और भारत का बार सबसे छोटा (लगभग 60%) है।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_27.png,3 of 3,क्या ऋण-से-इक्विटी अनुपात में 2018-19 के बाद कोई विशिष्ट बदलाव दिखता है?,2018-19 के बाद ऋण-से-इक्विटी अनुपात में तेजी से गिरावट दिखती है।,"चार्ट (A) में 2018-19 के बाद रेखा लगभग 1.2 से सीधे 0.7 तक गिरती है, जो तेज गिरावट का संकेत है।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_28.png,1 of 3,2020-21 में व्यय की गुणवत्ता सूचकांक (आरडी से जीएफडी) और आरआईसीओ का स्तर कितना था?,"व्यय की गुणवत्ता लगभग 80%, आरआईसीओ लगभग 11।",चार्ट में वर्ष 2020-21 पर नीला बार करीब 80% पर है (आरडी से जीएफडी) तथा गुलाबी बिंदु 11 (दाएँ मान) पर।,Monetary Policy Transmission,Numerical Extraction
rbi_28.png,2 of 3,2019-20 के बाद केंद्र सरकार के व्यय की गुणवत्ता में क्या प्रवृत्ति रही?,गिरावट दिखती है।,2019-20 और 2020-21 के बाद नीले बार (आरडी से जीएफडी) और आरआईसीओ दोनों लगातार नीचे जा रहे हैं।,Systemic Risk & Liquidity,Trend Analysis
rbi_28.png,3 of 3,2014-15 से 2024-25 (बजटित) के दौरान व्यय की गुणवत्ता का निम्नतम स्तर किस वर्ष में रहा?,2024-25 (बजट) में सबसे निम्न स्तर (लगभग 40%)।,"चार्ट के अनुसार सबसे छोटा नीला बार 2024-25 (बजट) पर है, जो लगभग 40% दर्शाता है।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_29.png,1 of 3,2020-21 में केंद्र सरकार का ऋण-से-जीडीपी अनुपात और ब्याज भुगतान/राजस्व प्राप्तियाँ अनुपात क्या था?,2020-21 में ऋण-से-जीडीपी अनुपात लगभग 62% और ब्याज भुगतान/राजस्व प्राप्तियाँ अनुपात लगभग 37% था।,चार्ट 1.29.A में 2020-21 के लिए हरा स्तंभ लगभग 62% तक जाता है और नारंगी रेखा लगभग 37% के स्तर पर है।,Banking & Credit,Numerical Extraction
rbi_29.png,2 of 3,ब्याज दर-विकास दर अंतर में सबसे बड़ी गिरावट किस वर्ष में दर्ज हुई?,"2022-23 में ब्याज दर-विकास दर अंतर में सबसे बड़ी गिरावट दर्ज हुई, जो लगभग -13% के आसपास थी।",चार्ट 1.29.B में 2022-23 का बिंदु सबसे नीचे है और मूल्य -13% दर्शाता है।,Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_29.png,3 of 3,आइएमएफ अनुमान के अनुसार 2024-29 के लिए ब्राज़ील और भारत में ब्याज दर-विकास दर अंतर की तुलना करें।,"2024-29 के अनुमानित काल में ब्राज़ील का अंतर सकारात्मक (3.1%), वहीं भारत का अंतर नकारात्मक (-3.2%) है।","चार्ट 1.29C में ब्राज़ील का बिंदु ऊपर और भारत का बिंदु नीचे की ओर है, साथ ही उनके आंकड़े 3.1% और -3.2% लिखे हैं।",External Sector & FX Dynamics,Comparison
rbi_143.png,1 of 3,"2021-22 से 2023-24 के बीच क्रेडिट ग्रोथ, जमाराशि ग्रोथ और निवेश ग्रोथ में कौन सबसे अधिक रहा?","2021-22 से 2023-24 तक की अवधि के दौरान क्रेडिट वृद्धि लगातार सबसे अधिक रही, जो 2023-24 में लगभग 17.5% की उच्चतम सीमा तक पहुंच गई।",चार्ट में 2021-22 से 2023-24 तक ऑरेंज लाइन (क्रेडिट) जमाराशि और निवेश दोनों से ऊपर रही।,Banking & Credit,Comparison
rbi_143.png,2 of 3,2012-13 से 2016-17 तक निवेश ग्रोथ की तुलना में क्रेडिट और जमाराशि ग्रोथ में क्या पैटर्न दिखता है?,"निवेश ग्रोथ गिरती है, जबकि 2015-16 में क्रेडिट और जमाराशि अस्थायी रूप से निवेश से नीचे चली जाती हैं।","चार्ट में 2012-16 के बीच हरी (निवेश) रेखा शुरू में सभी से ऊपर थी, फिर 2015-16 के आस-पास क्रेडिट और जमाराशि उससे नीचे आ गईं।",Banking & Credit,Trend Analysis
rbi_144.png,2 of 3,ऋण श्रेणी में 2023 से 2024 के बीच सबसे अधिक वृद्धि किस बैंक वर्ग में हुई?,"ऋण श्रेणी में 2023 से 2024 के बीच सबसे अधिक वृद्धि पीएसबी में हुई (59.1% से 61.4%, यानी +2.3 प्रतिशत अंक)।","चार्ट में, पीएसबी (संतरी बार) का ऋण प्रतिशत वृद्धि सबसे अधिक है (+2.3), जबकि पीवीबी (+1.7) और एससीबी (+2.1) के लिए वृद्धि तुलनात्मक रूप से कम रही है।",Banking & Credit,Comparison
rbi_145.png,1 of 3,"मार्च 2024 के अंत में, किन बैंक समूहों में जमा वृद्धि सबसे अधिक थी, और इस वृद्धि में मुख्य योगदान देने वाले जमा कौन से थे?","मार्च 2024 में, जमा वृद्धि PVBS में सबसे अधिक थी (लगभग 20%), जो मुख्य रूप से मीयादी जमा द्वारा प्रेरित थी।","चार्ट ए में, 2024 के लिए PVB बार सबसे उच्च हैं, जिसमें नारंगी खंड (मीयादी जमा) का हिस्सा प्रमुख है।",Banking & Credit,Comparison
rbi_145.png,2 of 3,"मार्च 2024 में जिन बैंक समूहों (पीवीबी और एससीबी) में जमाराशि वृद्धि मुख्यतः मीयादी जमाराशियों से हुई, क्या उनकी WADTDR दरें भी सबसे ऊँचे स्तर पर थीं?","नहीं, मार्च 2024 में, पीवीबी का जमा वृद्धि पीएसबी और एससीबी में सबसे अधिक थी, लेकिन मार्च 2024 में उनके WADTDR दरों से पता चलता है कि WADTDR-पीवीबी सबसे कम थी।","चार्ट बी में, हरी रेखा 2.1 पर सबसे कम है, और चार्ट ए में, 2024 के लिए PVBs का बार सबसे अधिक था।",Banking & Credit,Cross-Chart Reasoning
rbi_145.png,3 of 3,जुलाई 2022 से अक्टूबर 2024 तक कौन सी जमा दरें अन्य प्रमुख बैंकों की तुलना में लगातार कम रही हैं?,WADTDR-PVBs पूरे अवधि में अन्य के नीचे रहे (अक्टूबर 2024 में लगभग 2.1% पर समाप्त)।,"चार्ट बी में, हरी रेखा हमेशा नीचे है, लगभग 2.1% के करीब समाप्त होती है जबकि अन्य 2.4%+ पर हैं।",Banking & Credit,Trend Analysis
rbi_146.png,1 of 3,जून 2021 से जून 2023 के बीच कुल ऋण वृद्धि में किस जनसंख्या समूह का योगदान सबसे अधिक रहा?,महानगरीय समूह का योगदान सबसे अधिक रहा—बार का सबसे बड़ा हिस्सा गहरे भूरा (महानगरीय) है।,बार ग्राफ में महानगरीय सेगमेंट (गहरा भूरा रंग) सबसे ऊँचा है—हर तिथि पर अन्य से ऊपर।,Banking & Credit,Comparison
rbi_146.png,3 of 3,"क्या ग्रामीण, कस्बाई और शहरी क्षेत्रों के योग का योगदान महानगरीय समूह की हिस्सेदारी के बराबर या उससे अधिक है?","अधिकांश अवधियों में ग्रामीण, कस्बाई और शहरी का संयुक्त योगदान महानगरीय हिस्सेदारी से कम रहा, हालांकि कुछ अवधियों में यह बराबरी के करीब पहुँचता है","बार ग्राफ में महानगरीय हिस्सेदारी लगातार सबसे बड़ी है, लेकिन अन्य तीन समूहों का योग कभी‑कभी उसके करीब आता है (मार्च 2021, जून 2021)।",Banking & Credit,Comparison
rbi_147.png,1 of 3,2015-16 और 2018-19 में '1 वर्ष तक' की मैच्योरिटी अंतराल में अस्थाई संपत्तियों और देनदारियों का अंतर कैसा रहा?,दोनों वर्षों में बड़ा ऋणात्मक अंतर (लगभग -14.5%) था।,चार्ट में नारंगी बार (1 वर्ष तक) 2015-16 और 2018-19 में सबसे नीचे तक (लगभग -14.5%) गया है।,Systemic Risk & Liquidity,Numerical Extraction
rbi_147.png,2 of 3,2017-18 में '3-5 वर्ष तक' और '5 से अधिक वर्ष तक' के अंतराल में कौन सा अंतर अधिक था?,'5 से अधिक वर्ष तक' का अंतर बड़ा (करीब 9%) था।,"चार्ट में, 2017-18 के लिए, भूरी बार (5+ साल) सबसे अधिक है (~9%), हरी (3-5 साल) लगभग 2% है।",Systemic Risk & Liquidity,Comparison
rbi_147.png,3 of 3,2019-20 के बाद से किस श्रेणी में लगातार ऋणात्मक अंतर रहा और क्या प्रवृत्ति दिखती है?,'1 वर्ष तक' मैच्योरिटी श्रेणी में लगातार ऋणात्मक (ऋण) अंतर रहा।,"चार्ट की नारंगी बार (1 वर्ष तक) 2019-20 के बाद से लगातार नीचे और ऋणात्मक बनी है, अन्य श्रेणियां या तो सकारात्मक हैं या मामूली ऋणात्मक।",Systemic Risk & Liquidity,Trend Analysis
rbi_148.png,1 of 3,मार्च 2015 से मार्च 2024 तक 'अंतरराष्ट्रीय आस्तियों और अंतरराष्ट्रीय देयताओं के अनुपात' में क्या प्रवृत्ति रही?,"इस अनुपात में उतार-चढ़ाव के बाद लगातार गिरावट आई, जो मार्च 2024 में सबसे कम (लगभग 20%) रही।","चार्ट में, सबसे गहरा नारंगी बार (पहला श्रेणी) कुछ उतार-चढ़ाव के साथ कुल मिलाकर घटता है और मार्च 2024 में सबसे छोटा है।",External Sector & FX Dynamics,Trend Analysis
rbi_148.png,2 of 3,"2022 और 2024 के बीच, कौन सा अनुपात बढ़ा जबकि दूसरा घटा?","2022–2024 के दौरान, 'अंतरराष्ट्रीय देनों का बाहरी ऋण से अनुपात' (पीली पट्टी) बढ़ा जबकि अन्य घटा।",चार्ट में पीली पट्टी (तीसरी सीरीज) मार्च 2022 से मार्च 2024 की ओर बढ़ती है।,External Sector & FX Dynamics,Comparison
rbi_148.png,3 of 3,2016 में किस अनुपात का मान सबसे अधिक था और क्या 2024 में यही स्थिति बनी रही?,"2016 में 'अंतरराष्ट्रीय आस्तियों और अंतरराष्ट्रीय देयताओं के अनुपात' सबसे अधिक था (~54%), लेकिन 2024 में सबसे अधिक अनुपात 'अंतरराष्ट्रीय देयताओं और बाह्य कर्ज का अनुपात' (~45%) हो गया।","चार्ट के अनुसार 2016 में गहरी नारंगी पट्टी सबसे ऊँची है, लेकिन 2024 में पीली पट्टी सबसे ऊँची पहुंच गई।",External Sector & FX Dynamics,Increase/Decline Identification
rbi_149.png,1 of 3,2017 से 2024 के बीच भारतीय बैंकों के समेकित अंतरराष्ट्रीय दावों में क्षेत्रवार सबसे बड़ा घटक कौन सा रहा?,"2017–2024 के बीच 'गैर-वित्तीय निजी क्षेत्र' (ब्राउन) सबसे बड़ा घटक बना रहा, इसमें थोड़ी गिरावट के बावजूद।",पैनल A में ब्राउन बार हर साल सबसे ऊँचा है और कुल हिस्से का अधिकांश हिस्सा दर्शाता है।,Banking & Credit,Comparison
rbi_149.png,2 of 3,2024 में अवशिष्ट परिपक्वता की दृष्टि से अंतरराष्ट्रीय दावों में सबसे बड़ा हिस्सा किस अवधि का था?,"2024 में 'लघु-अवधि' (70% से अधिक, ऑरेंज) का हिस्सा सबसे बड़ा रहा।",पैनल B के स्टैक्ड बार में ऑरेंज 'लघु-अवधि' हिस्सेदारी 70% से ऊपर सबसे मोटा है।,Banking & Credit,Numerical Extraction
rbi_149.png,3 of 3,क्या अंतरराष्ट्रीय दावों में 'गैर-बैंक वित्तीय संस्थाएँ' और 'अन्य' (पैनल A) के हिस्से में कोई उल्लेखनीय प्रवृत्ति है?,'गैर-बैंक वित्तीय संस्थाएँ' एवं 'अन्य' का प्रतिशत 2017–2024 में स्थिर या मामूली घटता-बढ़ता रहा; कोई बड़ा बदलाव नहीं दिखता।,पैनल A में दोनों बार (हरे व नीले) साल-दर-साल लगभग एक जैसा अनुपात दिखाते हैं।,Equity Markets,Numerical Extraction
rbi_150.png,1 of 3,"2014-2024 के दौरान पीएसबी, पीवीबी और एफबी में से किसका प्रविधान व्यय अनुपात सबसे अधिक औसत पर रहा और किसका सबसे कम?","एफबी का प्रविधान व्यय अनुपात पूरे कालखंड में सबसे अधिक रहा, जबकि पीएसबी का अनुपात सबसे कम रहा।",हर वर्ष (मार्च/सितंबर) में एफबीआई (हरी बार) सबसे ऊपर है।,Banking & Credit,Comparison
rbi_150.png,2 of 3,क्या मार्च 2018 के बाद 'सभी एससीबी' के प्रविधान व्यय अनुपात में तेज उछाल देखा जाता है? वह नया स्तर क्या है?,मार्च 2018 के बाद एक तीव्र वृद्धि हुई है; अनुपात मार्च 2019 तक लगभग 50% से बढ़कर 60% और सितंबर 2024 तक 76.7% हो गया है।,डैश्ड लाइन (सभी एससीबी) मार्च 2018 के बाद तेज़ ऊपर जाती है और 2024 में 76.7% छूती है।,Banking & Credit,Trend Analysis
rbi_150.png,3 of 3,2014-2018 बनाम 2019-2024 के बीच प्रविधान व्यय अनुपात में क्या ट्रेंड अंतर है?,"2014-2018 में अनुपात में स्थिरता/धीमी वृद्धि है, पर 2019-24 में औसत और भिन्नता दोनों तेजी से बढ़ते हैं।","चार्ट में शुरुआती सालों में बारें लगभग सपाट हैं, लेकिन 2019 के बाद सबके स्तर ऊपर जाते हैं।",Equity Markets,Numerical Extraction
